model_label,seed_list,mean_mIoU,std_mIoU,min_mIoU,max_mIoU,span_mIoU
SegFormer-B2,"7, 19, 42",0.5772207366733734,0.015065388550651584,0.5601609975851773,0.5886984713541613,2.8537473768983967
DeepLabV3+,"7, 19, 42",0.5189254941559234,0.06353608410843731,0.46437739688386276,0.588687338649503,12.43099417656402
